Date	Open	High	Low	Close	Volume	Date
2002/08/27	9.98326882821139	10.192890270277662	9.98326882821139	10.035673141479492	6368916	2002/08/27
2002/08/28	10.035673141479492	10.14048595700956	10.009470984845441	10.035673141479492	5149414	2002/08/28
2002/08/29	10.061878348728552	10.16668802156396	9.983268737792967	9.983268737792969	6381040	2002/08/29
2002/08/30	10.035673004781142	10.035673004781142	9.957066535949707	9.957066535949707	3592942	2002/08/30
2002/09/02	9.957066535949707	9.957066535949707	9.826051565570175	9.957066535949707	3348061	2002/09/02
2002/09/03	9.957066535949707	9.957066535949707	9.826051565570175	9.957066535949707	4270491	2002/09/03
2002/09/04	9.878455878124464	9.957066535949707	9.773647253015886	9.957066535949707	6097886	2002/09/04
2002/09/05	9.95706744645391	9.95706744645391	9.878456781440272	9.930865287780762	4647867	2002/09/05
2002/09/06	9.930865287780762	9.930865287780762	9.930865287780762	9.930865287780762	0	2002/09/06
2002/09/09	9.930865244496445	9.930865244496445	9.82605242126649	9.9046630859375	4926329	2002/09/09
2002/09/10	9.87845607066725	9.930864573236851	9.799849600303682	9.852253913879395	6580437	2002/09/10
2002/09/11	9.85225372184732	9.957066535949707	9.85225372184732	9.957066535949707	5553670	2002/09/11
2002/09/12	9.95706567792344	10.009469985961914	9.878455026872281	10.009469985961914	5405063	2002/09/12
2002/09/13	9.983268737792967	10.009470894189706	9.904662268602754	9.983268737792969	3566968	2002/09/13
2002/09/16	9.957066730024708	9.957066730024708	9.852253913879395	9.852253913879395	2736425	2002/09/16
2002/09/17	9.85225435887054	10.219097137451172	9.799850042927915	10.219097137451172	12385643	2002/09/17
2002/09/18	10.061878348728552	10.061878348728552	9.904662268602754	9.983268737792969	5231225	2002/09/18
2002/09/19	9.957066671577339	10.11428380037551	9.957066671577339	10.035673141479492	9952214	2002/09/19
2002/09/20	11.910962336688181	12.022278567219676	11.873854133848388	11.985170364379883	6210361	2002/09/20
2002/09/23	12.059384955127577	12.096488973055735	11.910963647171942	11.948067665100098	2559975	2002/09/23
2002/09/24	11.948063978072783	11.985167984551095	11.539901056342348	11.873851776123047	5025402	2002/09/24
2002/09/25	11.87385396823221	11.87385396823221	11.577008247375487	11.577008247375488	2959518	2002/09/25
2002/09/26	11.836749373280895	11.836749373280895	11.53990364074707	11.53990364074707	4979221	2002/09/26
2002/09/27	11.539902465750648	11.651219735022538	11.502794265747072	11.50279426574707	2435170	2002/09/27
2002/09/30	11.502796410492985	11.9480676651001	11.168846634907753	11.948067665100098	2788812	2002/09/30
2002/10/01	11.577008247375487	11.688324476354346	11.539903186798691	11.577008247375488	1737911	2002/10/01
2002/10/02	11.614114358353989	11.725430607437914	11.354376792907715	11.354376792907715	1745981	2002/10/02
2002/10/03	11.354376276124128	11.465692520141602	11.243054795863593	11.465692520141602	2035872	2002/10/03
